company_name,country,Line_of_business,company_size,date,revenue_type,revenue_stream,currency,fiscal_year,fiscal_quarter,region,payment_method,transaction_amount,transaction_date,transaction_status,Loan_ID,loan_status,Principal_amount,terms,effective_date,due_date,paid_off_time,past_due_days,Loan_flag,product_name,product_category,product_price,quality_category,Import percentage,export percentage
Marshall-Cameron,Lesotho,Retail,Large,1993-04-17,Subscription,Offline,USD,2021,2,Europe,PayPal,3638.31,2006-08-10,Failed,ea33994e-e846-4367-884c-af09bfe8fe67,Rejected,78861.31,27,2022-09-25,1975-02-11,2022-11-13,5,No,Textbook,Books,222.95,Medium,92.89,86.22
Vasquez Group,Croatia,Retail,Medium,2000-03-15,Product Sales,Offline,USD,2022,1,Asia,PayPal,3620.71,2000-12-05,Failed,c1d94e93-6e8f-4398-b08f-9df32e0987b9,Pending,34856.5,58,2012-01-19,2000-05-22,2009-12-14,4,Yes,Novel,Books,85.64,High,43.45,81.16
Marshall-Cameron,Tuvalu,Retail,Large,1975-09-12,Subscription,Offline,USD,2018,1,Australia,Bank Transfer,7313.66,1980-09-13,Completed,d7132571-36bb-46af-97f5-e76607d70eb0,Pending,25868.81,31,1984-06-29,2017-10-12,1988-11-07,4,No,Toaster,Household Items,991.8,High,61.92,4.14
Marshall-Cameron,Croatia,Manufacturing,Small,2008-08-25,Product Sales,Online,USD,2018,3,North America,Cash,9814.12,1994-01-07,Failed,ca9dc9ba-b5a3-420f-b023-effac07627c2,Pending,88777.32,59,1995-08-01,1982-07-15,1972-10-10,24,No,Manual,Books,158.13,High,5.95,24.61
"Avila, King and Ingram",Japan,Retail,Medium,2000-12-24,Subscription,Offline,USD,2018,2,Australia,Credit Card,5129.85,1985-12-29,Pending,a42e366d-83e5-4f8a-99f3-8c6a76f6630e,Rejected,1503.31,8,1977-05-17,2020-04-06,2020-06-04,21,No,Sofa,Furniture,159.31,High,4.63,90.18
Vasquez Group,South Georgia and the South Sandwich Islands,Finance,Small,1984-01-13,Subscription,Offline,USD,2021,1,Europe,Bank Transfer,8093.36,2018-12-22,Pending,b213df3f-ef10-4194-8178-b3d72bfad1f3,Pending,5395.36,52,2008-12-18,1972-12-01,2021-07-09,3,Yes,Shirt,Clothing,359.27,Medium,27.7,40.0
Walker-Olson,Lesotho,Manufacturing,Small,2022-06-29,Service Revenue,Online,USD,2018,1,North America,Bank Transfer,8761.73,1979-04-22,Failed,392aaad4-dfb2-4ca6-947b-b9e81901786b,Rejected,64969.65,8,1996-09-08,2014-09-29,2015-03-01,14,Yes,Shirt,Clothing,359.27,Low,19.88,27.12
Marshall-Cameron,Gambia,Manufacturing,Medium,2022-05-08,Subscription,Online,USD,2022,2,Asia,Cash,4586.96,1980-07-31,Completed,51103075-231f-4af7-9f1d-f07feb688075,Rejected,29984.58,51,1995-11-30,2013-02-10,2013-06-04,1,Yes,Smartphone,Electronics,606.35,High,43.15,13.6
Luna-Brewer,South Georgia and the South Sandwich Islands,Healthcare,Large,1988-07-01,Service Revenue,Online,USD,2022,2,Europe,Bank Transfer,3287.82,1979-01-30,Completed,28760c50-2e35-45bd-98c8-fb479c1051ad,Rejected,44682.53,25,1988-04-07,1995-04-16,1972-01-11,30,No,Blender,Household Items,473.47,High,36.26,93.33
Perry-Hill,Saint Barthelemy,Manufacturing,Large,1994-10-23,Subscription,Offline,USD,2020,3,North America,Cash,7936.38,2013-05-10,Pending,b6d72795-d406-4c50-bd5d-5db8a6bda9b3,Pending,61498.31,29,1991-05-21,2007-02-03,1985-10-26,9,No,Smartphone,Electronics,606.35,High,42.37,38.68
Perry-Hill,Maldives,Manufacturing,Small,1985-11-25,Service Revenue,Offline,USD,2023,1,Australia,Credit Card,6845.83,1987-10-22,Completed,ad7f3d2c-3c14-4e40-98a6-6a80341ff490,Pending,45849.55,28,1971-12-28,1999-01-21,2015-03-24,20,Yes,Cabinet,Furniture,689.9,High,27.87,74.4
Oliver LLC,South Georgia and the South Sandwich Islands,Retail,Medium,1974-05-31,Subscription,Offline,USD,2020,4,Asia,PayPal,365.72,2000-04-12,Failed,1350ad97-5cf1-4aac-913a-eee3fcd45022,Pending,58719.75,54,1980-01-25,1998-05-18,1975-09-04,20,Yes,Headphones,Electronics,506.47,Low,76.68,57.86
"Avila, King and Ingram",Saint Barthelemy,Technology,Medium,1987-03-27,Product Sales,Offline,USD,2023,4,Asia,Bank Transfer,3825.0,2001-12-12,Completed,5231e655-0e75-4e00-88a1-5f3f100d7a52,Rejected,95945.68,10,1992-04-04,2003-10-24,2005-11-05,0,No,Cabinet,Furniture,689.9,Medium,21.52,8.14
Jones Group,South Georgia and the South Sandwich Islands,Manufacturing,Small,2023-08-25,Subscription,Offline,USD,2020,4,Asia,PayPal,5106.62,2002-12-03,Completed,7437ec43-3a3a-4c78-95d1-c5cd444da73b,Pending,36365.48,45,1971-04-24,1977-03-10,1987-10-07,29,No,Cabinet,Furniture,689.9,High,56.23,83.95
Jones Group,Gambia,Healthcare,Medium,1998-12-03,Product Sales,Offline,USD,2022,3,Asia,Cash,1802.24,1998-01-20,Failed,ef72a058-9b6d-49ea-91db-d125b1c16432,Pending,90579.47,16,2007-01-25,1974-07-24,1994-02-02,28,No,Blender,Household Items,473.47,Low,2.59,66.73
"Hanson, Estrada and Nguyen",South Georgia and the South Sandwich Islands,Finance,Large,2002-01-24,Product Sales,Offline,USD,2023,4,North America,Credit Card,8746.65,2006-05-23,Completed,d34863ce-9699-4e7f-94b0-fa90106b8362,Rejected,97584.01,17,1987-12-21,2007-06-12,1971-07-20,11,No,Table,Furniture,673.79,Low,5.66,45.02
Luna-Brewer,Pakistan,Healthcare,Medium,2010-05-04,Product Sales,Online,USD,2020,4,Australia,Cash,6575.39,1971-05-16,Pending,71f0deb6-afe9-463b-b24b-c2a1b1a5c2e6,Rejected,69714.69,47,1974-09-24,1980-12-17,2017-10-12,25,No,Microwave,Household Items,459.28,High,24.95,10.11
Vasquez Group,Pakistan,Technology,Small,2014-07-13,Service Revenue,Offline,USD,2023,3,Africa,PayPal,7263.14,1973-04-19,Completed,9193e020-4cce-4b08-8607-bf004c7d3ca7,Approved,9109.55,54,2006-06-28,1989-09-16,1973-11-27,30,Yes,Smartphone,Electronics,606.35,High,35.64,11.24
Taylor Group,South Georgia and the South Sandwich Islands,Manufacturing,Medium,1992-11-08,Product Sales,Offline,USD,2020,3,Africa,PayPal,9583.75,1985-02-21,Pending,842b1276-2f48-40ff-b4d1-8344f95c44cd,Approved,43931.39,49,2011-05-30,2009-10-06,1980-04-13,4,Yes,Vacuum,Household Items,197.2,High,68.6,93.08
Marshall-Cameron,Japan,Healthcare,Small,1996-06-29,Service Revenue,Offline,USD,2020,1,Asia,Bank Transfer,4823.61,1997-10-20,Pending,f5c6fd28-476a-433e-8d4f-8af2b4d35d7a,Approved,49995.97,31,1991-06-29,1998-02-17,2000-01-05,1,No,Shoes,Clothing,492.37,Medium,27.89,50.06
Walker-Olson,Tuvalu,Finance,Large,2017-04-20,Product Sales,Offline,USD,2018,4,Africa,Credit Card,552.06,1990-09-10,Completed,2baa70fe-3d2b-409a-aced-812faaed0578,Rejected,58487.47,32,1984-08-30,2024-06-03,1971-02-25,12,No,Sofa,Furniture,159.31,Medium,71.25,43.35
Jones Group,Japan,Manufacturing,Medium,2010-09-05,Product Sales,Online,USD,2020,3,Africa,Credit Card,7271.39,1992-01-21,Failed,87f39e56-9e3c-4b9e-b3e4-0027678b8b34,Pending,11812.35,15,1981-08-26,2024-08-03,2005-05-17,8,No,Blender,Household Items,473.47,Low,65.38,90.6
"Hanson, Estrada and Nguyen",Japan,Finance,Small,2000-07-13,Service Revenue,Offline,USD,2021,3,Australia,Bank Transfer,6957.58,2016-11-08,Pending,7f0bab19-bbf7-48a1-a400-f20a60d89524,Approved,89360.49,16,1996-10-01,2018-12-04,2024-08-27,23,Yes,Camera,Electronics,546.92,High,42.41,43.17
Vasquez Group,Pakistan,Manufacturing,Large,1988-03-04,Service Revenue,Online,USD,2019,2,Australia,Bank Transfer,5410.34,1971-04-15,Failed,f23e981c-8848-4f33-a786-a2166710c55e,Rejected,67666.64,27,1992-07-24,1993-11-23,1988-06-24,0,Yes,Tablet,Electronics,447.82,High,11.9,48.48
Marshall-Cameron,Tuvalu,Healthcare,Medium,1992-05-16,Product Sales,Online,USD,2018,4,Africa,Cash,1604.81,1993-10-05,Pending,e0c10a15-e7f1-4e84-83da-3a324c475bf0,Rejected,10817.75,46,2002-04-22,1994-11-16,2018-05-31,21,No,Chair,Furniture,881.54,Medium,32.44,81.5
Taylor Group,Pakistan,Finance,Small,1998-01-25,Subscription,Offline,USD,2020,1,Africa,Cash,5480.4,1995-03-17,Completed,8c2f82a9-fab2-42c3-b24e-fcd2a9704d65,Pending,28965.76,53,2018-06-22,2003-07-08,2001-10-12,16,Yes,Jacket,Clothing,100.32,Medium,21.48,22.82
Oliver LLC,Gambia,Manufacturing,Small,1988-05-30,Service Revenue,Online,USD,2022,2,Asia,Bank Transfer,4040.39,1983-11-11,Completed,3dd16422-a063-4a8e-b717-e745b6c11dfa,Rejected,53734.98,60,2023-08-03,2004-05-12,1987-12-03,13,No,Chair,Furniture,881.54,High,6.08,38.14
"Avila, King and Ingram",South Georgia and the South Sandwich Islands,Healthcare,Small,2003-06-21,Subscription,Online,USD,2022,4,Asia,Bank Transfer,9701.37,1995-11-23,Failed,97512f10-8078-494d-9d82-38d89cf7ee22,Rejected,70448.56,33,2012-08-03,2010-11-03,2004-01-07,29,No,Novel,Books,85.64,Low,13.66,33.75
Luna-Brewer,South Georgia and the South Sandwich Islands,Finance,Small,1984-02-05,Product Sales,Offline,USD,2023,3,North America,Cash,7753.74,1989-01-25,Failed,7bf2b0d7-2735-48d7-b70b-76aad2a06fc6,Approved,87653.91,4,2001-09-14,1978-11-11,1974-03-27,5,No,Headphones,Electronics,506.47,High,88.93,11.62
Perry-Hill,Croatia,Technology,Medium,1991-07-01,Service Revenue,Offline,USD,2022,2,Europe,Bank Transfer,2804.54,2004-03-12,Failed,c4aa7da4-6cef-43c3-9b10-04a0006a4c2b,Approved,14689.23,15,2021-01-29,1982-03-23,2003-08-15,29,Yes,Cabinet,Furniture,689.9,Medium,78.62,80.63
"Hanson, Estrada and Nguyen",Maldives,Healthcare,Large,1970-12-19,Service Revenue,Online,USD,2020,1,Asia,Cash,8130.74,2022-04-10,Failed,212c6406-6492-4972-8320-16673000b77b,Pending,73060.32,32,2017-01-16,1990-09-06,1970-02-21,5,Yes,Table,Furniture,673.79,High,27.59,23.35
Vasquez Group,Japan,Healthcare,Large,1986-03-22,Product Sales,Offline,USD,2021,2,North America,PayPal,4134.14,1988-01-16,Failed,6d9fcec7-1045-41b2-a52f-112255d59678,Rejected,40894.83,52,1971-06-10,1972-07-11,1990-10-13,20,Yes,Comic,Books,465.59,High,22.51,48.52
Perry-Hill,Lesotho,Healthcare,Medium,1994-06-26,Subscription,Online,USD,2022,3,Europe,Bank Transfer,5564.06,2005-04-13,Pending,04b2178d-cce5-4652-bec8-fb08c09322fb,Rejected,76459.18,11,1986-01-29,1979-10-07,1988-05-13,9,No,Pants,Clothing,492.67,High,75.36,91.28
"Hanson, Estrada and Nguyen",Gambia,Finance,Medium,2003-02-05,Service Revenue,Offline,USD,2020,2,Africa,Credit Card,4296.15,2016-07-13,Failed,02793ce6-c7db-44fa-82b8-b7e988f08665,Pending,68835.47,5,1977-03-11,1997-03-21,2000-12-21,2,No,Smartphone,Electronics,606.35,High,48.37,19.39
Oliver LLC,Gambia,Technology,Small,2019-11-01,Subscription,Offline,USD,2019,4,Europe,Cash,2491.12,2015-04-01,Pending,ce0bcfed-74dc-4311-b89a-5f394e8c4bb1,Rejected,47783.29,16,1983-11-26,1980-09-10,1970-09-20,11,Yes,Vacuum,Household Items,197.2,Low,90.76,23.23
Walker-Olson,Tonga,Finance,Medium,1977-11-06,Service Revenue,Online,USD,2020,2,Africa,Credit Card,4203.87,1986-12-01,Failed,39d7be5a-b4ad-4b3f-b856-4a70274398b3,Pending,10942.03,58,2000-02-22,1974-08-17,2011-03-05,16,No,Jacket,Clothing,100.32,High,96.9,49.82
Marshall-Cameron,Pakistan,Technology,Large,2012-03-24,Service Revenue,Online,USD,2022,2,North America,Bank Transfer,9058.36,2021-06-04,Failed,a56e286c-06ad-4dc0-a6b6-5bb98ee515f9,Approved,53330.77,56,1986-10-26,1992-02-13,1987-05-27,10,Yes,Magazine,Books,626.2,High,6.77,33.54
Oliver LLC,Tuvalu,Manufacturing,Large,1989-08-27,Service Revenue,Offline,USD,2022,1,Europe,Bank Transfer,5109.83,2002-10-24,Failed,78680426-4ca7-44f5-bd13-e60a938a0d61,Approved,55654.99,55,1988-10-05,1979-01-31,2016-09-09,10,Yes,Laptop,Electronics,13.46,Low,32.99,94.93
Oliver LLC,Lesotho,Technology,Large,2020-11-23,Product Sales,Offline,USD,2021,3,Africa,Cash,3711.37,2006-04-24,Failed,2ceb686e-e254-46b4-aca0-d013cb4fe98a,Approved,49755.17,7,1996-04-29,2021-04-13,1990-08-22,8,No,Sofa,Furniture,159.31,Low,78.22,67.4
"Hanson, Estrada and Nguyen",Croatia,Finance,Small,2017-11-08,Subscription,Online,USD,2020,2,Asia,Bank Transfer,1754.5,1999-01-14,Pending,1f49a5c3-c2b2-4e8e-87b3-ff22802a88d5,Rejected,72214.3,43,2024-04-15,1973-05-25,1979-12-29,11,Yes,Vacuum,Household Items,197.2,High,13.29,19.77
Walker-Olson,Gambia,Finance,Large,2002-03-21,Product Sales,Offline,USD,2018,4,Europe,PayPal,4937.14,2007-12-27,Completed,1749cee1-79fc-4f06-b89c-ce9f8e3b43b3,Rejected,75042.17,50,1982-03-20,1982-09-25,1988-02-18,6,No,Shirt,Clothing,359.27,Low,8.08,36.24
Vasquez Group,Maldives,Retail,Medium,1991-12-13,Service Revenue,Online,USD,2023,3,North America,Credit Card,6720.56,1976-06-09,Completed,91073109-1380-46af-a635-3e3c6c07b36e,Pending,97074.59,11,2000-11-07,1997-12-08,2000-12-21,23,No,Pants,Clothing,492.67,High,62.7,5.88
"Avila, King and Ingram",Saint Barthelemy,Finance,Medium,2004-04-04,Service Revenue,Online,USD,2023,3,Europe,Cash,1533.99,1992-10-18,Completed,d999388c-179b-4385-9150-69c6ee98aec8,Rejected,13315.82,26,1994-01-12,1976-07-21,2017-02-11,28,Yes,Bed,Furniture,931.86,Medium,48.55,26.96
Jones Group,Croatia,Retail,Medium,2020-07-15,Subscription,Offline,USD,2022,4,North America,PayPal,2070.67,1990-04-10,Failed,1c671704-51b7-4ec2-b23b-1b81d35a3bbf,Approved,38005.42,9,2011-04-17,2018-10-25,2018-01-02,23,Yes,Smartphone,Electronics,606.35,Medium,65.35,96.41
Jones Group,Maldives,Retail,Large,1987-07-14,Subscription,Offline,USD,2020,4,Australia,Bank Transfer,5228.17,2019-04-11,Completed,0a6eabb0-395c-4d36-ae84-7176ec423102,Approved,56234.9,32,1990-07-03,2006-08-31,1979-12-21,0,No,Novel,Books,85.64,Medium,45.89,31.54
Taylor Group,Maldives,Retail,Medium,2015-06-12,Subscription,Offline,USD,2023,1,Australia,Bank Transfer,7067.27,1993-11-11,Pending,4885c40d-cb1a-4148-a792-f496327f4f23,Rejected,99628.06,14,1988-06-11,2016-04-05,2014-05-18,4,No,Headphones,Electronics,506.47,High,1.34,79.75
Perry-Hill,Maldives,Manufacturing,Small,1986-11-14,Service Revenue,Online,USD,2021,1,Asia,Bank Transfer,1283.78,1970-01-18,Completed,72dd73f2-01d6-4df0-9d50-f32ebd9ec3a9,Approved,91360.7,48,1986-04-24,2006-06-30,1986-06-29,3,Yes,Manual,Books,158.13,High,16.81,91.28
Taylor Group,Japan,Manufacturing,Large,1972-07-11,Service Revenue,Offline,USD,2018,1,Europe,Bank Transfer,2449.09,1976-09-25,Failed,a5cc301e-4e1b-4341-810d-89ccc6436f74,Pending,99804.46,18,1974-07-17,1974-02-08,1986-08-20,26,No,Headphones,Electronics,506.47,Low,30.58,71.79
Oliver LLC,Gambia,Technology,Small,1987-09-20,Product Sales,Online,USD,2018,4,Africa,Credit Card,4782.95,1993-12-11,Failed,b326b4a3-aa8b-43a2-8408-2bce807118c3,Rejected,49818.37,54,1999-06-10,1981-07-23,2022-11-02,16,Yes,Microwave,Household Items,459.28,Low,24.62,87.41
Jones Group,Saint Barthelemy,Finance,Small,1973-03-16,Product Sales,Online,USD,2019,4,North America,Credit Card,3569.2,1997-03-01,Completed,f451de4b-1be3-4d55-80c9-4484387e82f6,Rejected,46230.35,35,1997-03-13,1985-03-10,1996-01-27,17,Yes,Microwave,Household Items,459.28,Low,7.11,72.95
Perry-Hill,Pakistan,Finance,Medium,1991-01-14,Service Revenue,Online,USD,2018,3,North America,Cash,2131.01,1997-03-01,Pending,4d32185b-00d0-49cc-a3fe-8285ac8309a8,Approved,4475.12,50,1976-04-21,2021-08-13,2015-01-17,13,Yes,Tablet,Electronics,447.82,Low,95.39,70.91
Oliver LLC,Croatia,Retail,Medium,1982-03-11,Subscription,Offline,USD,2021,2,North America,Bank Transfer,3548.65,2000-09-29,Completed,aea163e3-d3f1-4687-ade9-4e79ead19626,Rejected,33133.64,16,1984-03-18,1973-06-26,1983-03-20,14,Yes,Dress,Clothing,724.96,High,66.56,23.86
Perry-Hill,Pakistan,Healthcare,Small,1974-01-30,Product Sales,Offline,USD,2022,3,Africa,Cash,5475.37,2010-09-06,Pending,e7d28808-2496-4043-86c5-07c9e372ec29,Approved,44114.95,54,2001-11-20,2007-05-10,1970-12-25,28,No,Comic,Books,465.59,Medium,39.35,2.6
Taylor Group,Maldives,Technology,Small,1975-12-07,Subscription,Online,USD,2020,4,Australia,Cash,2749.45,2022-12-19,Pending,8bb7c11f-3a13-4329-a699-2cb5ddecd1af,Rejected,90493.21,29,1991-06-24,1999-04-20,2014-08-21,17,No,Jacket,Clothing,100.32,Low,81.79,79.75
Jones Group,Pakistan,Finance,Large,1976-10-26,Service Revenue,Online,USD,2023,4,North America,Bank Transfer,7402.4,2003-11-17,Failed,0955dfc9-90fc-45b8-bf98-af8b5142f256,Rejected,30566.42,8,1985-06-03,2018-04-01,2002-02-02,20,No,Novel,Books,85.64,High,46.62,53.44
Vasquez Group,South Georgia and the South Sandwich Islands,Healthcare,Medium,1980-01-08,Product Sales,Offline,USD,2021,2,North America,Cash,1899.82,1976-10-14,Pending,7f061bea-0647-4e01-8c30-5719d1f34eee,Pending,92781.07,43,1999-05-24,2013-09-30,2022-04-01,12,Yes,Chair,Furniture,881.54,High,4.8,37.21
Walker-Olson,Tuvalu,Finance,Medium,1979-07-19,Product Sales,Offline,USD,2018,2,North America,PayPal,289.37,2024-08-24,Failed,a5ec2c86-30c0-4f39-a863-1778917c548e,Rejected,2471.73,30,2006-12-15,1989-09-28,1983-06-12,4,Yes,Laptop,Electronics,13.46,Low,48.69,57.85
Marshall-Cameron,Pakistan,Retail,Medium,2013-03-27,Subscription,Online,USD,2022,1,North America,PayPal,2801.63,2008-08-23,Pending,43b7a75b-8fff-4147-bf87-a340d0d304db,Pending,40473.4,58,1977-08-07,1971-11-17,2014-02-03,25,Yes,Blender,Household Items,473.47,Medium,69.46,51.64
Luna-Brewer,South Georgia and the South Sandwich Islands,Technology,Medium,1986-07-02,Subscription,Online,USD,2022,4,Europe,PayPal,7259.62,2005-12-01,Pending,40ce28b7-c230-42c2-8e8f-8e651459fb17,Approved,13616.4,8,1983-06-14,1998-05-07,1998-12-10,25,No,Tablet,Electronics,447.82,High,78.43,76.47
Jones Group,Maldives,Manufacturing,Medium,1971-09-24,Product Sales,Online,USD,2022,3,Australia,Bank Transfer,9726.91,1983-09-11,Failed,c122df9f-56fb-4b0b-bc2d-5fc7cbbc21c6,Rejected,35308.18,38,1986-05-23,1998-04-14,2014-08-22,11,Yes,Laptop,Electronics,13.46,High,52.66,38.52
Marshall-Cameron,Japan,Retail,Large,1980-05-14,Service Revenue,Online,USD,2019,4,Europe,Cash,5479.33,1990-09-30,Completed,15c37fad-3324-4176-9e07-fa9d225f94f9,Pending,34554.83,36,2018-02-25,1999-05-30,2010-04-10,24,No,Microwave,Household Items,459.28,Low,90.72,64.34
Vasquez Group,Lesotho,Retail,Large,1977-04-11,Subscription,Offline,USD,2018,2,Australia,PayPal,9395.07,2023-04-04,Pending,dc4e080a-dcf3-43ff-9654-458da1735884,Rejected,10825.86,35,1996-06-12,1975-08-15,2011-04-13,3,No,Tablet,Electronics,447.82,Low,27.33,1.46
Marshall-Cameron,Tuvalu,Technology,Medium,2014-02-21,Service Revenue,Online,USD,2018,3,Australia,Credit Card,1341.57,1982-03-18,Pending,577d947b-add0-426d-9f49-ad321789cc6d,Approved,58422.03,1,1996-09-27,1982-02-27,1976-07-12,18,Yes,Bed,Furniture,931.86,Medium,69.32,10.71
Luna-Brewer,Maldives,Retail,Large,1996-03-01,Product Sales,Online,USD,2021,3,North America,Bank Transfer,3666.94,1975-11-14,Pending,213688e6-99de-4a4f-a0d6-241c890b8902,Rejected,94631.34,45,2005-04-28,2016-06-07,1995-05-11,22,No,Manual,Books,158.13,High,71.6,85.61
Walker-Olson,Tonga,Retail,Large,1998-08-31,Subscription,Online,USD,2019,4,Europe,Credit Card,8698.9,2010-11-12,Completed,45aa0277-5380-4d11-b696-083164bc90e9,Approved,76412.72,21,1974-01-15,2019-08-18,1998-01-03,26,Yes,Magazine,Books,626.2,Low,55.59,4.53
Perry-Hill,Saint Barthelemy,Healthcare,Large,1997-12-09,Product Sales,Offline,USD,2020,3,Asia,Credit Card,2137.78,2010-02-24,Pending,c7ff0db6-f42a-45b4-b95c-4d3e43722e5f,Approved,57110.9,28,1993-04-28,1979-09-27,2005-06-20,9,Yes,Textbook,Books,222.95,High,96.43,88.97
Vasquez Group,Lesotho,Technology,Medium,1992-01-10,Product Sales,Offline,USD,2021,3,Asia,PayPal,9532.46,2011-04-11,Failed,4f61e02a-28bc-43de-8b98-451963ff8993,Rejected,45331.73,25,2000-06-17,1976-09-05,2024-07-14,14,No,Comic,Books,465.59,Medium,66.39,80.48
"Avila, King and Ingram",Lesotho,Technology,Medium,2001-05-14,Subscription,Offline,USD,2019,1,North America,Credit Card,6361.94,2014-01-14,Completed,f3505673-1d82-40f7-8cef-3d0642b037be,Approved,3184.55,46,2019-07-24,2012-06-07,2020-01-01,30,No,Shirt,Clothing,359.27,Low,1.0,95.64
Taylor Group,Croatia,Retail,Medium,2001-02-19,Subscription,Offline,USD,2018,2,Asia,Bank Transfer,2919.53,2002-12-12,Failed,866199c1-2389-4d4b-a504-a536de782537,Approved,55556.48,39,2023-03-31,1995-07-05,1981-12-02,2,No,Camera,Electronics,546.92,Low,25.49,97.94
Perry-Hill,Lesotho,Finance,Medium,2011-12-27,Service Revenue,Online,USD,2022,2,North America,Credit Card,2592.13,2010-01-29,Pending,bebb7ce7-b105-4a6c-95a5-5cfbd4d84bdd,Pending,9119.92,23,1988-10-03,1970-05-24,1999-12-31,10,Yes,Cabinet,Furniture,689.9,High,33.6,0.43
"Hanson, Estrada and Nguyen",Gambia,Healthcare,Small,2020-11-26,Product Sales,Online,USD,2018,3,Africa,PayPal,3481.83,1982-01-28,Completed,28c14f43-79cd-4bdf-91c8-6c5add3f10c5,Rejected,19782.09,7,2004-01-18,1999-02-08,1994-07-13,17,Yes,Comic,Books,465.59,Low,71.38,15.41
Taylor Group,Saint Barthelemy,Manufacturing,Medium,1982-10-07,Service Revenue,Online,USD,2022,1,Australia,PayPal,4707.19,2024-04-09,Pending,da179ef3-9927-4634-8117-307e17ca872e,Approved,34012.77,38,2017-05-14,1988-09-12,2021-05-16,25,Yes,Jacket,Clothing,100.32,Medium,32.73,8.36
"Hanson, Estrada and Nguyen",Croatia,Retail,Small,2008-02-18,Service Revenue,Offline,USD,2018,3,Asia,Credit Card,3493.36,1995-06-18,Failed,7cd14f49-79bc-49f6-b88b-cf943da60cab,Pending,71374.3,19,1994-05-25,2021-03-12,1979-03-03,16,No,Toaster,Household Items,991.8,Medium,63.79,42.08
Vasquez Group,Lesotho,Manufacturing,Small,2017-10-23,Subscription,Offline,USD,2021,2,Asia,Credit Card,3662.16,1971-10-17,Completed,283a1d7e-ce12-476d-85ed-995414d45229,Pending,27813.49,12,1998-04-25,1982-01-07,1997-02-05,9,No,Textbook,Books,222.95,Medium,89.18,29.4
Perry-Hill,Tonga,Manufacturing,Large,1991-02-22,Product Sales,Offline,USD,2021,2,Europe,Bank Transfer,7751.4,1976-08-11,Failed,5fc1cf24-c5ae-4646-a1eb-ead293890be8,Approved,41299.31,34,2023-09-01,2012-08-15,1975-06-08,27,No,Shoes,Clothing,492.37,Medium,46.9,63.77
Luna-Brewer,Tuvalu,Finance,Small,1998-09-27,Subscription,Online,USD,2018,2,North America,PayPal,7999.43,2018-04-21,Pending,b7c43f27-2441-4cec-a19c-a0d054a6d10f,Approved,4136.83,19,2003-11-07,2008-10-27,1977-09-22,29,No,Novel,Books,85.64,Low,76.17,5.63
"Avila, King and Ingram",South Georgia and the South Sandwich Islands,Healthcare,Medium,2009-12-31,Subscription,Online,USD,2018,1,Australia,Bank Transfer,7200.57,1980-11-22,Failed,cf6ffec6-8fb6-4847-808f-82c01f2ff60d,Rejected,25384.12,31,2021-08-30,1981-10-18,2012-07-01,0,No,Sofa,Furniture,159.31,Low,0.34,0.03
"Hanson, Estrada and Nguyen",Tonga,Finance,Large,1994-09-01,Subscription,Online,USD,2020,2,Europe,PayPal,6964.95,2007-12-02,Failed,57ae2d05-a980-4f90-ab2d-8ef957d21ada,Rejected,13338.1,19,2010-02-08,1990-11-02,1994-06-25,6,Yes,Novel,Books,85.64,Medium,31.3,63.44
Taylor Group,Croatia,Technology,Large,1970-04-07,Service Revenue,Online,USD,2022,4,Asia,Cash,199.05,1970-04-09,Completed,0fa2d025-3ec8-46d6-bda2-fdc1a411c076,Approved,96253.14,40,1997-06-14,2002-03-20,2004-01-08,24,Yes,Sofa,Furniture,159.31,Medium,90.58,10.13
Oliver LLC,Tuvalu,Finance,Large,1974-10-24,Service Revenue,Online,USD,2022,1,North America,Cash,988.14,1973-02-25,Failed,3e15245c-3610-49ec-a665-4fa1581f6e18,Pending,40043.4,56,1978-08-04,2005-07-09,1971-01-31,3,No,Pants,Clothing,492.67,Low,95.61,33.98
Jones Group,Lesotho,Manufacturing,Small,1984-11-23,Product Sales,Offline,USD,2023,4,Asia,Bank Transfer,4725.25,2012-07-21,Failed,fa38a503-c052-475e-a95a-162a297b520b,Rejected,17068.24,50,2020-12-18,2016-08-31,2001-04-03,7,Yes,Smartphone,Electronics,606.35,Medium,33.65,90.67
